icao_code;name_rus;name_eng;city_rus;city_eng;country_rus;runway_headings
KRIL;;Garfield County;;Rifle;США;
SPLN;;Rodriguez De Mendoza;;Rodriguez De Mendoza;Перу;
AGRC;Ринги-Коув;Ringi Cove;Ринги-Коув;Ringi Cove;Соломоновы острова;
KRIR;;Riverside Fla-Bob;;Riverside;США;
RJER;Рисири;Rishiri;Рисири;Rishiri;Япония;07:067°,25:247°
;Рио-Тигре;Rio Tigre;Рио-Тигре;Rio Tigre;Панама;
KRIV;;March ARB;;Riverside;США;
KRIW;;Riverton Regional;;Riverton, WY;США;
EVRA;Рига;Riga;Рига;Riga;Латвия;18:178°,36:358°
OYRN;;Riyan Mukalla;;Riyan Mukalla;Йемен;
;Рио-Альцукар;Rio Alzucar;Рио-Альцукар;Rio Alzucar;Панама;
VORY;Раджахмандри;Rajahmundry;Раджахмандри;Rajahmundry;Индия;05:054°,23:234°
VNRB;Раджбирадж;Rajbiraj;Раджбирадж;Rajbiraj;Непал;11:113°,29:293°
VGRJ;;Rajshahi;;Rajshahi;Бангладеш;
;Раджури;Rajouri;Раджури;Rajouri;Индия;
LDRI;Риека;Rijeka;Риека;Rijeka;Хорватия;
LELO;;Agoncillo;Логроно;Logrono;Испания;10:099°,28:279°
OIKR;;Rafsanjan;;Rafsanjan;Иран;11:109°,29:289°
KRKC;Ирека;Yreka;Ирека;Yreka;США;
KRKD;;Knox County Regional;;Rockland;США;
EKRK;;Roskilde Airport;Копенгаген;Copenhagen;Дания;
KUZA;;Rock Hill;;Rock Hill;США;
WIBR;Рокот;Rokot;Рокот;Rokot;Индонезия;
WIBR;Сипора;Sipora;Сипора;Sipora;Индонезия;
KRKP;;Aransas County;;Rockport;США;
KRKR;;Robert S Kerr;;Poteau;США;
KRKS;;Sweetwater County;Рок Спрингс;Rock Springs;США;
OMRK;Рас-аль-Хайма;Ras Al Khaimah;Рас-аль-Хайма;Ras Al Khaimah;ОАЭ;16:163°,34:343°
;;Kairuku;Юл-Айленд;Yule Island;Папуа - Новая Гвинея;
BIRK;Кефлавик;Keflavik;Рейкьявик;Reykjavik;Исландия;
KRKW;;Municipal;;Rockwood;США;
;;Rokeby;;Rokeby;Австралия;
;;National;;Rolla;США;
KRLD;;Richland;;Richland;США;
ETNL;;Laage;;Rostock-laage;Германия;09:093°,27:273°
;;Reilly AHP;;Anniston;США;
;;Valle Del Conlara;;Merlo;Аргентина;
;;Rosella Plains;;Rosella Plains;Австралия;
DRZL;Арлит;Arlit;Арлит;Arlit;Нигер;
;;Bornite Upper;;Bornite;США;
YROM;;Roma;;Roma;Австралия;18:182°,36:002°,09:092°,27:272°
OOBR;Бурайми;Buraimi;Бурайми;Buraimi;Оман;
;;Machesney;Рокфорд;Rockford;ЮАР;
VORG;Рамагундам;Ramagundam;Рамагундам;Ramagundam;Индия;
KRME;;Griffiss AFB;;Rome, NY;США;
HEMA;;Marsa Alam Intl;;Marsa Alam;Египет;
KRMG;;Richard B Russell;Рим;Rome;США;
LIPR;Мирамаре;Miramare;Римини;Rimini;Италия;
YREN;;Renmark;;Renmark;Австралия;07:065°,25:245°,18:176°,36:356°
;Румгиней;Rumginae;Румгиней;Rumginae;Папуа - Новая Гвинея;
KRMP;;Rampart;;Rampart;США;
RCMQ;;Chingchuankang;Тайчунг;Taichung;Тайвань;
ETAR;;Ramstein;Рамштайн;Ramstein;Германия;08:080°,26:260°,09:084°,27:264°
AGAR;;Ulawa Airport;Арона;Arona;Мадагаскар;
ESDF;;Kallinge;Роннеби;Ronneby;Швеция;
KRNC;;Warren County;;Mcminnville;США;
KRND;;Randolph AFB;Сен Антонио;San Antonio;США;
LFLO;;Renaison;Руан;Roanne;Франция;
;;Rangely;;Rangely;США;
KRNH;;Municipal;;New Richmond;США;
MNCI;Корн-Айленд;Corn Island;Корн-Айленд;Corn Island;Никарагуа;
RORY;;Yoronjima;;Yoronjima;Япония;
AGGR;;Rennell;;Rennell;Соломоновы острова;
EKRN;;Bornholm;;Rшnne;Дания;
KRNP;;Rongelap Island;;Rongelap Island;Маршалловы острова;
;Робинзон-Ривер;Robinson River;Робинзон-Ривер;Robinson River;Папуа - Новая Гвинея;
LFRN;;St Jacques;Ренн;Rennes;Франция;
KRNT;;Renton;;Renton, WA;США;
WBKR;Ранау;Ranau;Ранау;Ranau;Малайзия;
KRZL;;Rensselaer;;Rensselaer;США;
KROA;;Roanoke Regional Airport;;Roanoke;США;
GLRB;;Roberts Intl;;Monrovia;Либерия;
KROC;;Greater Rochester International;;Rochester, NY;США;
FARS;;Robertson;;Robertson;ЮАР;10:104°,28:284°,14:136°,32:316°
KROG;;Rogers;;Rogers;США;
YROB;;Robinhood;;Robinhood;Австралия;
VTUV;;Roi Et Airport;Рой Ет;Roi Et;Таиланд;
YBRK;Рокхэмптон;Rockhampton;Рокхэмптон;Rockhampton;Австралия;15:148°,33:328°,04:043°,22:223°
KVIH;;Roosevelt;;Roosevelt;США;
;Рондон;Rondon;Рондон;Rondon;Колумбия;
SWRD;;Rondonopolis;;Rondonopolis;Бразилия;
PGRO;Рота;Rota;Рота;Rota;Северные Марианские острова;
PTRO;;Babelthuap/Koror;;Koror;Палау;
SAAR;;Fisherton;Росарио;Rosario;Аргентина;
NZRO;Роторуа;Rotorua;Роторуа;Rotorua;Новая Зеландия;18:184°,36:004°,18:184°
LBRS;;Rousse;;Rousse;Болгария;
URRR;Ростов;Rostov;Ростов;Rostov;Россия;
KROW;;Industrial;;Roswell;США;
KROX;;Municipal;;Roseau;США;
SAWM;Рио-Майо;Rio Mayo;Рио-Майо;Rio Mayo;Аргентина;
VNRP;Ролпа;Rolpa;Ролпа;Rolpa;Непал;
YRRB;Ропер-Бэй;Roper Bar;Ропер-Бэй;Roper Bar;Австралия;
YNGU;;Ngukurr;;Ngukurr;Австралия;11:111°,29:291°
LLIB;Рош-Пина;Rosh Pina;Рош Пина;Rosh Pina;Израиль;15:147°,33:327°,05:051°,23:231°
VARP;Райпур;Raipur;Райпур;Raipur;Индия;
;;Roper Valley;;Roper Valley;Австралия;
KRPX;;Roundup;;Roundup;США;
EDDL;Ронда;Ronda;Ронда;Ronda;Испания;
YMRE;;Marree;;Marree;Австралия;
FIMR;;Rodrigues Is;;Rodrigues Is;Маврикий;
;Барора;Barora;Барора;Barora;Соломоновы острова;
VERK;Руркела;Rourkela;Руркела;Rourkela;Индия;09:090°,27:270°
KRRL;;Municipal;;Merrill;Австралия;
;Марромеу;Marromeu;Марромеу;Marromeu;Мозамбик;
;;Serra Norte;;Serra Norte;Бразилия;
;Соренто;Sorrento;Неаполь;Naples;Италия;
ENRO;Ророс;Roros;Ророс;Roros;Норвегия;13:132°,31:312°
KRAD;;Warroad;;Warroad;США;
YRBR;Робинзон-Ривер;Robinson River;Робинзон-Ривер;Robinson River;Австралия;
SAZR;Санта-Роза;Santa Rosa;Санта-Роса;Santa Rosa;Аргентина;01:014°,19:194°
YRSB;;Roseberth;;Roseberth;Австралия;
MYER;;S Eleuthera;;Rock Sound;Багамские острова;
;;Rose Bay;Сидней;Sydney;Австралия;
;Серра-Пелада;Serra Pelada;Серра-Пелада;Serra Pelada;Бразилия;
PARS;;Russian SPB;;Russian Mission;США;
;Рио-Сидра;Rio Sidra;Рио-Сидра;Rio Sidra;Панама;
;;Rosario SPB;Росарио;Rosario;США;
WASC;Рансики;Ransiki;Рансики;Ransiki;Индонезия;
KRSL;Расселл;Russell;Расселл;Russell;США;
KRSN;;Ruston;;Ruston;США;
WSAC;;Raspberry Strait;;Raspberry Strait;США;
;Росейрес;Roseires;Росейрес;Roseires;Судан;
KRST;;International;Рочестер;Rochester;США;
RKJY;;Yeosu;;Yeosu;Южная Корея;17:166°,35:346°
KRSW;;Southwest Florida Reg;Форт Майерс;Fort Myers;США;
;;Rouses Point;;Rouses Point;США;
NFNR;;Rotuma Island;;Rotuma Island;Фиджи;
MHRO;Роатан;Roatan;Роатан;Roatan;Гондурас;
VARG;Ратнагири;Ratnagiri;Ратнагири;Ratnagiri;Индия;
OERK;;Rotunda;;Rotunda;США;
LOIR;;Marguerite Bay;;Marguerite Bay;США;
WATG;Рутенг;Ruteng;Рутенг;Ruteng;Индонезия;
WRKR;Роти;Roti;Роти;Roti;Индонезия;
KRTL;;Spirit Lake;;Spirit Lake;США;
EHRD;;Rotterdam Zestienhoven;Роттердам;Rotterdam;Нидерланды;
KRTN;;Crews Field;;Raton;США;
YRTP;Рутланд-Плейнз;Rutland Plains;Рутланд-Плейнз;Rutland Plains;Австралия;
YRTI;остров Роттнест;Rottnest Island;остров Роттнест;Rottnest Island;Австралия;09:092°,27:272°
UWSS;Саратов;Saratov;Саратов;Saratov;Россия;
YMYT;;Merty;;Merty;Австралия;
HUAR;Аруа;Arua;Аруа;Arua;Уганда;
;;Yuruf;;Yuruf;Индонезия;
ZSRG;Руган;Rugao;Руган;Rugao;Китай;
OERK;;King Khaled Intl;Халлсберг;Riyadh;Саудовская Аравия;
KSRR;;Municipal;;Ruidoso;США;
VNRK;Рукумкот;Rukumkot;Рукумкот;Rukumkot;Непал;
VNRT;;Rumjatar;;Rumjatar;Непал;
FMEE;;Gillot;;St Denis de la Reunion;Реюньон;
VERU;Рупси;Rupsi;Рупси;Rupsi;Индия;05:051°,23:231°
NTAR;;Rurutu;;Rurutu;Французская Полинезия;09:093°,27:273°
AGGU;;Marau Sound;;Marau Sound;Соломоновы острова;
KRUT;Рутленд;Rutland;Рутленд;Rutland;США;
;;Ruti;;Ruti;Папуа - Новая Гвинея;
MGRB;Рубелсанто;Rubelsanto;Рубелсанто;Rubelsanto;Гватемала;
MHRU;Копан;Copan;Копан;Copan;Гондурас;
FMSG;Фарафангана;Farafangana;Фарафангана;Farafangana;Мадагаскар;13:128°,31:308°
;;Rivercess;;Rivercess;Либерия;
SWLC;Риу-Верди;Rio Verde;Риу-Верди;Rio Verde;Бразилия;
SKSA;;Los Colonizadores;Саравена;Saravena;Колумбия;16:158°,34:338°
ULSS;Ржевка;Rzhevka;Санкт-Петербург;St Petersburg;Россия;
ENRM;;Ryumsjoen;;Roervik;Норвегия;
EFRO;Рованиеми;Rovaniemi;Рованиеми;Rovaniemi;Финляндия;03:025°,21:205°
FARI;Рейвило;Reivilo;Рейвило;Reivilo;ЮАР;
;Грин-Ривер;Green River;Грин-Ривер;Green River;США;
KRVS;;R.Lloyd Jones;Тулса;Tulsa;США;
KRAP;;Ravensthorpe;;Ravensthorpe;Хорватия;
SCIP;;Raivavae;;Rairua;Французская Полинезия;
SURV;Ривера;Rivera;Ривера;Rivera;Уругвай;05:056°,23:236°
SCIP;;Rowan Bay;;Rowan Bay;США;10:102°,28:282°
KRWF;;Redwood Falls Muni;;Redwood Falls;США;
KRWI;;Rocky Mount-wilson;;Rocky Mount,;США;
KRWL;;Rawlins;;Rawlins;США;
UKLR;Ровно;Rovno;Ровно;Rovno;Украина;
LFPG;;Sumare;;Sumare;Бразилия;
;Рауда;Raudha;Рауда;Raudha;Йемен;
RPVR;Розас-Сити;Roxas City;Рохас Сити;Roxas City;Филиппины;
UUBK;Аэропорт Рыбинск Староселье;Rybinsk Staroselye Airport;Рыбинск;Rybinsk;Россия;04:043°,22:223°
OPRK;Рахим-Яр-Хан;Rahim Yar Khan;Рахим-Яр-Хан;Rahim Yar Khan;Пакистан;
LFCY;;Medis;Ройан;Royan;Франция;
SAWT;Рио-Турбио;Rio Turbio;Рио-Турбио;Rio Turbio;Аргентина;
SAWU;Санта-Круз;Santa Cruz;Санта-Круз-Айленд;Santa Cruz;Аргентина;
EPRZ;;Jasionka;Жешув;Rzeszow;Польша;
;;Quartz Hill;;Lancaster;США;
UUWR;Турлатово;Turlatovo;Рязань;Ryazan;Россия;
SBRF;;CLR Airport;;Taytay Sandoval;Филиппины;
OINR;Рамсар;Ramsar;Рамсар;Ramsar;Иран;12:118°,30:298°,13:126°,31:306°
LFPG;;Sawan;;Sawan;Пакистан;
KRZZ;;Halifax County;;Roanoke Rapids;США;
KSAA;;Shively Field;;Saratoga;США;
TNCS;;J. Yrausquin;;Saba Island;Нидерландские Антильские острова;
KSAC;;Executive;Сакраменто;Sacramento;США;
KSAD;;Safford;;Safford;США;
;Сангир;Sangir;Сангир;Sangir;Индонезия;
KSAF;Санта Фе;Santa Fe;Санта Фе;Santa Fe;США;
KSAG;;Sagwon;;Sagwon;США;
;Сираджгандж;Sirajganj;Сираджгандж;Sirajganj;Индия;
BIKR;Саударкрокур;Saudarkrokur;Саударкрокур;Saudarkrokur;Исландия;18:184°,36:004°
MSLP;;El Salvador International;Сан-Сальвадор;San Salvador;Сальвадор;
;Саламо;Salamo;Саламо;Salamo;Папуа - Новая Гвинея;
KSAN;;San Diego International Airport;Сан Диего;San Diego;США;
MHLM;;Ramon Villeda Morales;;San Pedro Sula;Гондурас;
MYAN;;San Andros;;San Andros;Багамские острова;12:112° True,30:292° True
KSAR;;Sparta Community;Спарта;Sparta;США;
KSAS;;Salton City;;Salton City;США;
KSAT;;San Antonio International;Сен Антонио;San Antonio;США;
WRKS;Саву;Sawu;Саву;Sawu;Индонезия;
KSAV;;Savannah/Hilton Head;Саванна;Savannah;США;
LTFJ;;Sabiha Gokcen;Стамбул;Istanbul;Турция;
;Самбу;Sambu;Самбу;Sambu;Панама;
LIQS;Сиена;Siena;Сиенна;Siena;Италия;18:177°,36:357°
GLST;Сасстаун;Sasstown;Сасстаун;Sasstown;Либерия;
KSBA;;Municipal;Санта-Барбара-Ба;Santa Barbara;США;
SVSB;;Santa Barbara Ba;;Santa Barbara Ba;Венесуэла;
;;Selbang;;Selbang;Папуа - Новая Гвинея;
KSBD;;Norton Afb;Сан Бернардино;San Bernardino;США;
;;Suabi;;Suabi;Папуа - Новая Гвинея;
OADS;Сардех-Банд;Sardeh Band;Сардех-Банд;Sardeh Band;Афганистан;
WITB;;Narita;;Sabang;Индонезия;
TFFJ;;St Barthelemy;;St Barthelemy;Гваделупа;10:103°,28:283°
GUSB;;Sambailo;Кундара;Koundara;Гвинея;
SNMX;;Sao Mateus;;Sao Mateus;Бразилия;
LFRT;;Saint Brieuc-Armor;;Tremuson;Франция;06:059°,24:239°
SLSA;;Yacuma;Санта-Ана;Santa Ana;Боливия;
KSBM;;Memorial;;Sheboygan;США;
KSBN;;South Bend Regional;;South Bend;США;
KSBO;;Salina;;Salina;США;
KSBP;;San Luis County Regional Airport;Сан Луис Обиспо;San Luis Obispo;США;
OPSB;Сиби;Sibi;Сиби;Sibi;Пакистан;
YSII;;Saibai Island;;Saibai Island;Папуа - Новая Гвинея;12:127°,30:307°
KSBS;;Steamboat Springs;;Steamboat Springs;США;
;;Tri-City;Сан Бернардино;San Bernardino;США;
FASB;Спрингбок;Springbok;Спрингбок;Springbok;ЮАР;10:094°,28:274°
;Сабах;Sabah;Сабах;Sabah;Папуа - Новая Гвинея;
WBGS;;Sibu;;Sibu;Малайзия;13:130°,31:310°
KSBX;;Shelby;;Shelby;США;
KSBY;;Wicomico Regional;;Salisbury-Ocean City;США;
LRSB;Сибиу;Sibiu;Сибиу;Sibiu;Румыния;09:087°,27:267°
;Санта-Каталина;Santa Catalina;Санта-Каталина;Santa Catalina;Колумбия;
KSCB;;State;;Scribner;США;
PASC;;Prudhoe Bay/Deadhorse;;Prudhoe Bay/Deadhorse;США;
;Зулако;Sulaco;Зулако;Sulaco;Гондурас;
KUNV;;University Park;;State College;США;
KSDL;;Scottsdale Municipal;Феникс;Phoenix;США;
YSPK;;Spring Creek;;Spring Creek;Австралия;
KSCH;;Schenectady County;;Schenectady, NY;США;
SVPM;Сан-Кристобаль;San Cristobal;Сан-Кристобаль;San Cristobal;Венесуэла;
KNTU;;Smith Cove;;Smith Cove;США;
KSCK;;Stockton Metropolitan Airport;;Stockton;США;
SCEL;;Arturo Merino Benitez;Сантьяго;Santiago;Чили;17:176°,17:176°
PACM;;SPB;;Scammon Bay;США;
EDDR;;Ensheim;;Saarbruecken;Германия;
UATE;Актау;Aktau;Актау;Aktau;Казахстан;12:116°,30:296°
LFNC;;St Crepin;;St Crepin;Франция;
LEST;Сантьяго де Компостела;Santiago De Compostela;Сантьяго де Компостела;Santiago De Compostela;Испания;
;;Municipal;;Scranton;США;
EGPM;;Scatsta;;Shetland Islands;Великобритания;
OYSQ;Сокотра;Socotra;Сокотра;Socotra;Йемен;
MUCU;;Antonio Maceo;Сантьяго;Santiago;Куба;
LRSV;;Salcea;Сучава;Suceava;Румыния;
UUYY;Аэропорт Сыктывкар;Syktyvkar Airport;Сыктывкар;Syktyvkar;Россия;18:184°,36:004°
MMSZ;Залина-Крус;Salina Cruz;Залина-Крус;Salina Cruz;Мексика;
SEST;Сан-Кристобаль;San Cristobal;;Puerto Baquerizo Moreno, San Cristуbal Island, Galбpagos Islands;Эквадор;17:166°,35:346°
AGGL;;Santa Cruz Is;;Santa Cruz Is;Соломоновы острова;
ORBI;;Baghdad International;Багдад;Baghdad;Ирак;15:146°,15:146°
FALW;;Langebaanweg;;Saldanha Bay;ЮАР;
;Сендкрик;Sandcreek;Сендкрик;Sandcreek;Гайана;
FNUB;;Lubango;;Lubango;Ангола;10:095°,28:275°
SANE;;Santiago Del Estero;;Santiago Del Estero;Аргентина;03:036°,21:216°
KSDF;;Louisville International (Standiford Field);;Louisville, KY;США;
OICS;Санандадж;Sanandaj;Санандадж;Sanandaj;Иран;01:013°,19:193°
MHSR;;Santa Rosa Copan;;Santa Rosa Copan;Гондурас;
;Сайдор;Saidor;Сайдор;Saidor;Папуа - Новая Гвинея;
RJSS;Сендай;Sendai;Сендай;Sendai;Япония;09:091°,27:271°,12:126°,30:306°
WBKS;Сандакан;Sandakan;Сандакан;Sandakan;Малайзия;08:080°,26:260°
ESNN;;Sundsvall/harnosand;Сандсвалль;Sundsvall;Швеция;
KSDM;;Brown Field Municipal;Сан Диего;San Diego;США;
ENSD;;Sandane;;Sandane;Норвегия;
;;Ryotsu Sado Is;;Ryotsu Sado Is;Япония;
PASD;;Municipal;;Sand Point;США;
MDSD;;Las Americas;Санто-Доминго;Santo Domingo;Доминиканская Республика;
LEXJ;Сантандер;Santander;Сантандер;Santander;Испания;11:111°,29:291°
RJSD;Садо-Сима;Sado Shima;Садо-Сима;Sado Shima;Япония;
OPSS;Саиду-Шариф;Saidu Sharif;Саиду-Шариф;Saidu Sharif;Пакистан;05:050°,23:230°
SBRJ;;Santos Dumont;;Rio De Janeiro;Бразилия;02:020°,02:020°
LLSD;;Sde Dov;;Tel Aviv Yafo;Израиль;
;Сандвип;Sandwip;Сандвип;Sandwip;Бангладеш;
KSEZ;Седона;Sedona;Седона;Sedona;США;
KSDY;;Richland Municipal;;Sidney;США;
KSEA;;Seattle-Tacoma International;;Seattle, WA;США;
HLLS;Себа;Sebha;Себа;Sebha;Ливия;13:131°,31:311°,06:059°,24:239°
;Серр Шевалье;Serre Chevalier;Сер-Шевалье;Serre Chevalier;Франция;
KSEE;;Gillespie Field;Сан Диего;San Diego;США;
KSEF;;Sebring Regional Airport;;Sebring, Fl;США;
KSEG;;Penn Valley;;Selinsgrove;США;
WAJS;Сенггех;Senggeh;Сенггех;Senggeh;Индонезия;
SNBF;;Senhor Do Bonfim;;Senhor Do Bonfim;Бразилия;
;;Seydisfjordur;;Seydisfjordur;Исландия;
;;Er Errachidia;Ксар-Эс-Сук;Ksar Es Souk;Марокко;
KSEM;;Craig AFB;;Selma;США;
EGMC;;London Southend;;Southend;Великобритания;
DISG;;Seguela;;Seguela;"Кот д&#039;Ивуар";
KSEP;;Clark Field;;Stephenville;США;
WIBS;;Sungai Pakning;;Sungai Pakning;Индонезия;
KSER;;Freeman Municipal;;Seymour;США;
SIPK;;Selfield;;Selma;США;
;Сан-Эстебан;San Esteban;Сан-Эстебан;San Esteban;Гондурас;
HTSN;Серонера;Seronera;Серонера;Seronera;Танзания;
UKCS;Северодонецк;Severodoneck;Северодонецк;Severodoneck;Украина;
;Сива;Siwa;Сива;Siwa;Египет;
ETAS;Зембах;Sembach;;Sembach;Германия;
GQNS;Селибаби;Selibaby;Селибаби;Selibaby;Мавритания;06:060°,24:240°
FSIA;;Seychelles International Airport;Остров Махе;Mahe Island;Сейшельские о-ва;
DTTX;;Sfax Thyna;Сфакс;Sfax;Тунис;15:145°,33:325°
KSFB;;Orlando Sanford Intl;;Sanford;США;
TFFC;;St Francois;;St Francois;Гваделупа;
SVSR;;Las Flecheras;;San Fernando De Apure;Венесуэла;
RPUS;Сан Фернандо;San Fernando;Сан Фернандо;San Fernando;Филиппины;01:007°,19:187°
KSFF;;Felts Field;Спокане;Spokane;США;
TFFG;;Esperance;;St Martin;Нидерланды;12:107° True,30:287° True
MMSF;Сан-Фелипе;San Felipe;Сан-Фелипе;San Felipe;Колумбия;
GMMS;Сафи;Safi;Сафи;Safi;Марокко;
BGSF;;Kangerlussuaq;;Kangerlussuaq;Гренландия;09:092°,27:272°
SNSW;;Soure;;Soure;Бразилия;
GVSF;;Sao Filipe;;Sao Filipe;Кабо-Верде;14:141°,32:321°
KSFM;;Sanford;;Sanford;США;
SAAV;Санта Фе;Santa Fe;Санта Фе;Santa Fe;Аргентина;
KSFO;;San Francisco International;;San Francisco, CA;США;
;;Surfers Paradise;;Surfers Paradise;Австралия;
LTCH;;Sanliurfa;;Sanliurfa;Турция;15:148°,33:328°
;Сан Фернандо;San Fernando;;San Fernando, CA;Колумбия;
ESNS;Скеллефти;Skelleftea;Скеллефти;Skelleftea;Швеция;10:097°,28:277°
;Сафиа;Safia;Сафиа;Safia;Папуа - Новая Гвинея;
;;Santa Fe Do Sul;;Santa Fe Do Sul;Бразилия;
;Санта Фе;Santa Fe;Санта Фе;Santa Fe;Панама;
;Сан-Феликс;San Felix;Сан-Феликс;San Felix;Венесуэла;
KSFZ;;North Central;;Pawtucket, RI;США;
OASN;;Sheghnan;;Sheghnan;Таджикистан;
;Сингауа;Singaua;Сингауа;Singaua;Папуа - Новая Гвинея;
USRR;Аэропорт Сургут;Surgut Airport;Сургут;Surgut;Россия;07:073°,25:253°
EKSB;Сондерборг;Sonderborg;Сондерборг;Sonderborg;Дания;14:136°,32:316°
EDGS;;Siegerland Airport;Зиген;Siegen;Германия;
KSGF;;Springfield-Branson Rg;;Springfield;США;
WBGY;Симанганг;Simanggang;Симанганг;Simanggang;Малайзия;
KSGH;;Springfield;;Springfield;США;
OPSR;;Sargodha Apt;Саргодха;Sargodha;Пакистан;
;Сагарай;Sagarai;Сагарай;Sagarai;Папуа - Новая Гвинея;
;Сангапи;Sangapi;Сангапи;Sangapi;Папуа - Новая Гвинея;
;;Sangley Point NAS;;Cavite City;Филиппины;
;Сан-Игнасио;San Ignacio;Сан-Игнасио;San Ignacio;Мексика;
VVTS;;Tan Son Nhat International;Хо Чи Мин Сити;Ho Chi Minh City;Вьетнам;07:070°,07:070°
YSGE;Сент Джордж;St George;Сент Джордж;St George;Австралия;11:111°,29:291°
YSHG;;Shay Gap;;Shay Gap;Австралия;
WRLA;Санггата;Sanggata;Санггата;Sanggata;Индонезия;
KSGR;;Sugar Land Regional;;Houston, TX;США;
RPMN;Санга-Санга;Sanga Sanga;Санга-Санга;Sanga Sanga;Филиппины;02:017°,20:197°
KSGT;;Stuttgart Municipal;;Stuttgart, AR;США;
KSGU;;Municipal;;Saint George;США;
SAVS;Сьерра-Гранде;Sierra Grande;Сьерра-Гранде;Sierra Grande;Аргентина;
;;Saginaw Bay;;Saginaw Bay;США;
HTSO;Сонгеа;Songea;Сонгеа;Songea;Танзания;14:138°,32:318°
PAGY;;Municipal;;Skagway;США;
VTSH;Сонгкхла;Songkhla;Сонгкхла;Songkhla;Таиланд;13:130°,31:310°
ZSSS;;Hongqiao;Шанхай;Shanghai;Китай;
RJCN;Накасибецу;Nakashibetsu;Накасибецу;Nakashibetsu;Япония;08:080°,26:260°
;Индаселасси;Indaselassie;Индаселасси;Indaselassie;Эфиопия;
KSHD;;Shenandoah Valley;;Staunton;США;
ZYTX;Шеньян;Shenyang;Шеньян;Shenyang;Китай;
LLBS;Шаньягван;Shanhaiguan;Шаньягван;Shanhaiguan;Китай;14:133°,32:313°
PAGH;;Shungnak;;Shungnak;США;
PASH;;Shishmaref;;Shishmaref;США;
RORS;Симожисима;Shimojishima;Симожисима;Shimojishima;Япония;17:170°,35:350°
OMSJ;Шарджа;Sharjah;Шарджа;Sharjah;ОАЭ;12:121°,30:301°
FXSH;Сехонгхонг;Sehonghong;Сехонгхонг;Sehonghong;Лесото;
VEBI;;Barapani;Шиллонг;Shillong;Индия;04:039°,22:219°
RJBD;Ширахама;Shirahama;Ширахама;Shirahama;Япония;
KSHN;;Sanderson Field;;Shelton;США;
RKND;;Seolak;Сокчо;Sokcho;Южная Корея;
ZBSH;Циньхуандао;Qinhuangdao;Циньхуандао;Qinhuangdao;Китай;
YSPT;;Southport;;Southport;Австралия;01:014°,19:194°
KSHR;;Sheridan;;Sheridan;США;
ZHSS;Шаши;Shashi;Шаши;Shashi;Китай;
YSHT;Шеппартон;Shepparton;Шеппартон;Shepparton;Австралия;18:179°,36:359°,09:088°,27:268°
YSMP;;Smith Point;;Smith Point;Австралия;
KSHV;;Regional;Шревспорт;Shreveport;США;
OESH;Шарура;Sharurah;Шарура;Sharurah;Саудовская Аравия;08:083°,26:263°
PAHX;;Shageluk;;Shageluk;США;
HTSY;Шиньянга;Shinyanga;Шиньянга;Shinyanga;Танзания;
FXSS;Сешутес;Seshutes;Сешутес;Seshutes;Лесото;
ZLSN;;Xiguan;;Xi An;Китай;
FCBS;Сибити;Sibiti;Сибити;Sibiti;Конго;
LTCM;;Sinop Airport;Синоп;Sinop;Турция;
GVAC;;Amilcar Cabral Intl;;Sal;Кабо-Верде;
LPSI;Синес;Sines;Синес;Sines;Португалия;
VNSI;;Simara;Симара;Simara;Непал;01:013°,19:193°
TJIG;;Isla Grande;Сан Хуан;San Juan;Пуэрто Рико;
VNDT;Силгади-Доти;Silgadi Doti;Силгади-Доти;Silgadi Doti;Непал;
GMMF;Сиди-Ифни;Sidi Ifni;Сиди-Ифни;Sidi Ifni;Марокко;
BISI;Сиглуфьордур;Siglufjordur;Сиглуфьордур;Siglufjordur;Исландия;06:055°,24:235°
KSIK;;Memorial;;Sikeston;США;
;Сила;Sila;Сила;Sila;Папуа - Новая Гвинея;
;Симбай;Simbai;Симбай;Simbai;Папуа - Новая Гвинея;
WSSS;;Changi;Сингапур;Singapore;Сингапур;
YSMI;;Smithton;;Smithton;Австралия;06:057°,24:237°,10:100°,28:280°
UKFF;Симферополь;Simferopol;Симферополь;Simferopol;Украина;
WIDS;;Dabo;;Singkep;Индонезия;14:143°,32:323°
LSGS;Сион;Sion;Сион;Sion;Швейцария;07:072°,25:252°
FASS;Сишен;Sishen;Сишен;Sishen;ЮАР;17:173°,35:353°
PASI;;Sitka;;Sitka;США;
MNSI;Сиуна;Siuna;Сиуна;Siuna;Никарагуа;
KSIV;;County;;Sullivan;США;
WIMP;Сибиса;Sibisa;Сибиса;Sibisa;Индонезия;
YSGT;;Singleton;;Singleton;Австралия;
KSIY;;Siskiyou County;;Montague;США;
;Сиссано;Sissano;Сиссано;Sissano;Папуа - Новая Гвинея;
SPJN;Сан Хуан;San Juan;Сан Хуан;San Juan;Перу;
SLJO;Сан-Хоакин;San Joaquin;Сан-Хоакин;San Joaquin;Боливия;17:160°,35:340°
KSJC;;Mineta San Jose International Airport;Сан-Хосе;San Jose;США;
MMSD;;Los Cabos;;San Jose Del Cabo;Мексика;
SKSJ;;San Jose Del Gua;;San Jose Del Gua;Колумбия;
;;St John Island;;St John Island;Американские Виргинские острова;
;Сан-Педро-Жапуа;San Pedro Jagua;Сан-Педро-Жапуа;San Pedro Jagua;Колумбия;
;;San Juan Del Cesar;;San Juan Del Cesar;Колумбия;
